year,month,day,order,country,session_id,page_1_main_category,page_2_model,colour,location,model_photography,price,price_2,page,higher_than_average,main_category,click_position,n_clicks_observed,is_first_click,is_last_observed_click,running_high_price_count,running_high_price_share,running_unique_pages,running_unique_models,running_unique_categories,running_unique_colours,price_delta_from_prev,category_changed_from_prev,category_frequency,colour_frequency,model_frequency
2008,6,28,1,24,16589,1,A5,3,2,1,43,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,6,28,2,24,16589,4,P11,4,4,2,38,1,1,1,sale,2,5,0,0,1,0.5,1,2,2,2,-5.0,1,0.175255364158356,0.0923541855545482,0.003300090661831369
2008,6,28,3,24,16589,4,P7,4,3,2,28,2,1,0,sale,3,5,0,0,1,0.3333333333333333,1,3,2,2,-10.0,0,0.175255364158356,0.0923541855545482,0.0026473254759746146
2008,6,28,4,24,16589,4,P1,3,1,1,38,1,1,1,sale,4,5,0,0,2,0.5,1,4,2,2,10.0,0,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,6,28,5,24,16589,4,P9,4,3,2,23,2,1,0,sale,5,5,0,1,2,0.4,1,5,2,2,-15.0,0,0.175255364158356,0.0923541855545482,0.00252644303414929
2008,6,28,1,24,16590,1,A17,2,6,1,62,1,1,1,trousers,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,6,28,2,24,16590,1,A17,2,6,1,62,1,1,1,trousers,2,5,0,0,2,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,6,28,3,24,16590,1,A12,2,4,1,38,2,1,0,trousers,3,5,0,0,2,0.6666666666666666,1,2,1,1,-24.0,0,0.3564944091870656,0.17448171653067393,0.01326080386823814
2008,6,28,4,24,16590,1,A9,3,3,1,82,1,1,1,trousers,4,5,0,0,3,0.75,1,3,1,2,44.0,0,0.3564944091870656,0.21770927772741008,0.01317618615896041
2008,6,28,5,24,16590,1,A8,3,3,1,62,1,1,1,trousers,5,5,0,1,4,0.8,1,4,1,2,-20.0,0,0.3564944091870656,0.21770927772741008,0.010262919310970082
2008,6,28,1,29,16591,1,A12,2,4,1,38,2,1,0,trousers,1,2,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.01326080386823814
2008,6,28,2,29,16591,1,A14,3,5,1,60,1,1,1,trousers,2,2,0,1,1,0.5,1,2,1,2,22.0,0,0.3564944091870656,0.21770927772741008,0.006515563614385011
2008,6,28,1,29,16592,2,B28,9,4,1,38,2,2,0,skirts,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.07014808099123603,0.0021154427319431852
2008,6,28,2,29,16592,2,B21,12,1,1,67,1,2,1,skirts,2,5,0,0,1,0.5,1,2,1,2,29.0,0,0.2640072529465095,0.06035660320338471,0.005838621940163192
2008,6,28,3,29,16592,2,B23,7,2,1,38,2,2,0,skirts,3,5,0,0,1,0.3333333333333333,1,3,1,3,-29.0,0,0.2640072529465095,0.03696585071018434,0.008655182834693262
2008,6,28,4,29,16592,2,B14,2,5,1,62,1,1,1,skirts,4,5,0,0,2,0.5,2,4,1,4,24.0,0,0.2640072529465095,0.17448171653067393,0.008473859171955273
2008,6,28,5,29,16592,2,B10,2,4,1,67,1,1,1,skirts,5,5,0,1,3,0.6,2,5,1,4,5.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,28,1,29,16593,3,C13,9,5,1,48,1,1,1,blouses,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.07014808099123603,0.006165004533091568
2008,6,28,2,29,16593,3,C35,9,6,1,50,1,2,1,blouses,2,5,0,0,2,1.0,2,2,1,1,2.0,0,0.2042429737080689,0.07014808099123603,0.0038077969174977336
2008,6,28,3,29,16593,3,C40,14,2,2,28,2,3,0,blouses,3,5,0,0,2,0.6666666666666666,3,3,1,2,-22.0,0,0.2042429737080689,0.08348141432456936,0.004823209428830463
2008,6,28,4,29,16593,1,A9,3,3,1,82,1,1,1,trousers,4,5,0,0,3,0.75,3,4,2,3,54.0,1,0.3564944091870656,0.21770927772741008,0.01317618615896041
2008,6,28,5,29,16593,1,A6,3,2,1,43,2,1,0,trousers,5,5,0,1,3,0.6,3,5,2,3,-39.0,0,0.3564944091870656,0.21770927772741008,0.013720157147174374
2008,6,28,1,29,16594,3,C21,14,1,1,57,1,2,1,blouses,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.08348141432456936,0.004206708975521305
2008,6,28,2,29,16594,3,C40,14,2,2,28,2,3,0,blouses,2,3,0,0,1,0.5,2,2,1,1,-29.0,0,0.2042429737080689,0.08348141432456936,0.004823209428830463
2008,6,28,3,29,16594,4,P23,6,2,2,28,2,2,0,sale,3,3,0,1,1,0.3333333333333333,2,3,2,2,0.0,1,0.175255364158356,0.09132668479903294,0.0036143850105772135
2008,6,28,1,29,16595,4,P12,4,4,1,33,2,1,0,sale,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.175255364158356,0.0923541855545482,0.005693563009972802
2008,6,28,2,29,16595,4,P12,4,4,1,33,2,1,0,sale,2,5,0,0,0,0.0,1,1,1,1,0.0,0,0.175255364158356,0.0923541855545482,0.005693563009972802
2008,6,28,3,29,16595,4,P16,7,6,1,33,2,1,0,sale,3,5,0,0,0,0.0,1,2,1,2,0.0,0,0.175255364158356,0.03696585071018434,0.010299184043517678
2008,6,28,4,29,16595,4,P26,4,3,1,43,1,2,1,sale,4,5,0,0,1,0.25,2,3,1,2,10.0,0,0.175255364158356,0.0923541855545482,0.002949531580537927
2008,6,28,5,29,16595,4,P26,4,3,1,43,1,2,1,sale,5,5,0,1,2,0.4,2,3,1,2,0.0,0,0.175255364158356,0.0923541855545482,0.002949531580537927
2008,6,28,1,29,16596,1,A10,3,4,1,38,2,1,0,trousers,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.015061952251435478
2008,6,28,1,29,16597,3,C58,14,2,2,48,1,4,1,blouses,1,2,1,0,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.08348141432456936,0.001958295557570263
2008,6,28,2,29,16597,4,P6,2,2,1,43,1,1,1,sale,2,2,0,1,2,1.0,2,2,2,2,-5.0,1,0.175255364158356,0.17448171653067393,0.010311272287700212
2008,6,28,1,29,16598,2,B1,4,1,1,57,1,1,1,skirts,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.0923541855545482,0.012269567845270474
2008,6,28,2,29,16598,2,B17,6,6,2,38,2,1,0,skirts,2,3,0,0,1,0.5,1,2,1,2,-19.0,0,0.2640072529465095,0.09132668479903294,0.010818978543366576
2008,6,28,3,29,16598,3,C13,9,5,1,48,1,1,1,blouses,3,3,0,1,2,0.6666666666666666,1,3,2,3,10.0,1,0.2042429737080689,0.07014808099123603,0.006165004533091568
2008,6,28,1,29,16599,2,B9,1,3,1,48,2,1,0,skirts,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.0504925959504382,0.005149592021758839
2008,6,28,1,29,16600,2,B4,10,2,1,52,1,1,1,skirts,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,28,1,29,16601,1,A13,1,5,1,28,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.0504925959504382,0.013127833182230281
2008,6,28,2,29,16601,1,A16,1,6,1,33,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,1,5.0,0,0.3564944091870656,0.0504925959504382,0.010927772741009369
2008,6,28,3,29,16601,1,A18,4,6,1,38,2,1,0,trousers,3,5,0,0,0,0.0,1,3,1,2,5.0,0,0.3564944091870656,0.0923541855545482,0.006781504986400726
2008,6,28,4,29,16601,3,C7,13,3,1,48,1,1,1,blouses,4,5,0,0,1,0.25,1,4,2,3,10.0,1,0.2042429737080689,0.033593230583257784,0.007796917497733454
2008,6,28,5,29,16601,3,C7,13,3,1,48,1,1,1,blouses,5,5,0,1,2,0.4,1,4,2,3,0.0,0,0.2042429737080689,0.033593230583257784,0.007796917497733454
2008,6,28,1,29,16602,1,A18,4,6,1,38,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.0923541855545482,0.006781504986400726
2008,6,28,2,29,16602,1,A5,3,2,1,43,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,2,5.0,0,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,6,28,3,29,16602,1,A6,3,2,1,43,2,1,0,trousers,3,5,0,0,0,0.0,1,3,1,2,0.0,0,0.3564944091870656,0.21770927772741008,0.013720157147174374
2008,6,28,4,29,16602,1,A15,14,5,2,33,2,1,0,trousers,4,5,0,0,0,0.0,1,4,1,3,-10.0,0,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,6,28,5,29,16602,4,P18,2,6,1,28,2,1,0,sale,5,5,0,1,0,0.0,1,5,2,4,-5.0,1,0.175255364158356,0.17448171653067393,0.001885766092475068
2008,6,28,1,29,16603,4,P1,3,1,1,38,1,1,1,sale,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,6,28,2,29,16603,4,P17,2,6,2,38,1,1,1,sale,2,3,0,0,2,1.0,1,2,1,2,0.0,0,0.175255364158356,0.17448171653067393,0.005016621335750982
2008,6,28,3,29,16603,1,A13,1,5,1,28,2,1,0,trousers,3,3,0,1,2,0.6666666666666666,1,3,2,3,-10.0,1,0.3564944091870656,0.0504925959504382,0.013127833182230281
2008,6,28,1,29,16604,2,B5,14,2,2,52,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.08348141432456936,0.004122091266243578
2008,6,28,2,29,16604,2,B17,6,6,2,38,2,1,0,skirts,2,5,0,0,1,0.5,1,2,1,2,-14.0,0,0.2640072529465095,0.09132668479903294,0.010818978543366576
2008,6,28,3,29,16604,2,B10,2,4,1,67,1,1,1,skirts,3,5,0,0,2,0.6666666666666666,1,3,1,3,29.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,28,4,29,16604,2,B31,9,5,1,57,1,2,1,skirts,4,5,0,0,3,0.75,2,4,1,4,-10.0,0,0.2640072529465095,0.07014808099123603,0.008485947416137805
2008,6,28,5,29,16604,2,B24,11,2,1,57,1,2,1,skirts,5,5,0,1,4,0.8,2,5,1,5,0.0,0,0.2640072529465095,0.030740404956180113,0.011834391054699306
2008,6,28,1,29,16605,2,B12,2,4,1,38,2,1,0,skirts,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.010323360531882745
2008,6,28,2,29,16605,2,B11,2,4,1,43,2,1,0,skirts,2,5,0,0,0,0.0,1,2,1,1,5.0,0,0.2640072529465095,0.17448171653067393,0.011822302810516773
2008,6,28,3,29,16605,4,P17,2,6,2,38,1,1,1,sale,3,5,0,0,1,0.3333333333333333,1,3,2,1,-5.0,1,0.175255364158356,0.17448171653067393,0.005016621335750982
2008,6,28,4,29,16605,1,A15,14,5,2,33,2,1,0,trousers,4,5,0,0,1,0.25,1,4,3,2,-5.0,1,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,6,28,5,29,16605,1,A11,3,4,1,62,1,1,1,trousers,5,5,0,1,2,0.4,1,5,3,3,29.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,6,28,1,29,16606,2,B7,6,3,1,38,2,1,0,skirts,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.09132668479903294,0.0034451495920217587
2008,6,28,1,29,16607,2,B17,6,6,2,38,2,1,0,skirts,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.09132668479903294,0.010818978543366576
2008,6,28,2,29,16607,1,A11,3,4,1,62,1,1,1,trousers,2,5,0,0,1,0.5,1,2,2,2,24.0,1,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,6,28,3,29,16607,1,A15,14,5,2,33,2,1,0,trousers,3,5,0,0,1,0.3333333333333333,1,3,2,3,-29.0,0,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,6,28,4,29,16607,1,A17,2,6,1,62,1,1,1,trousers,4,5,0,0,2,0.5,1,4,2,4,29.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,6,28,5,29,16607,1,A2,3,1,1,43,2,1,0,trousers,5,5,0,1,2,0.4,1,5,2,4,-19.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,6,28,1,29,16608,3,C2,12,1,1,43,1,1,1,blouses,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.06035660320338471,0.008304623753399819
2008,6,28,2,29,16608,3,C9,6,3,1,48,1,1,1,blouses,2,5,0,0,2,1.0,1,2,1,2,5.0,0,0.2042429737080689,0.09132668479903294,0.005234209731036567
2008,6,28,3,29,16608,1,A2,3,1,1,43,2,1,0,trousers,3,5,0,0,2,0.6666666666666666,1,3,2,3,-5.0,1,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,6,28,4,29,16608,1,A10,3,4,1,38,2,1,0,trousers,4,5,0,0,2,0.5,1,4,2,3,-5.0,0,0.3564944091870656,0.21770927772741008,0.015061952251435478
2008,6,28,5,29,16608,1,A10,3,4,1,38,2,1,0,trousers,5,5,0,1,2,0.4,1,4,2,3,0.0,0,0.3564944091870656,0.21770927772741008,0.015061952251435478
2008,6,28,1,29,16609,1,A2,3,1,1,43,2,1,0,trousers,1,4,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,6,28,2,29,16609,1,A8,3,3,1,62,1,1,1,trousers,2,4,0,0,1,0.5,1,2,1,1,19.0,0,0.3564944091870656,0.21770927772741008,0.010262919310970082
2008,6,28,3,29,16609,1,A11,3,4,1,62,1,1,1,trousers,3,4,0,0,2,0.6666666666666666,1,3,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,6,28,4,29,16609,1,A7,3,3,1,43,2,1,0,trousers,4,4,0,1,2,0.5,1,4,1,1,-19.0,0,0.3564944091870656,0.21770927772741008,0.011193714113025083
2008,6,28,1,29,16610,2,B13,12,5,2,62,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.06035660320338471,0.01627077666968873
2008,6,28,2,29,16610,2,B10,2,4,1,67,1,1,1,skirts,2,5,0,0,2,1.0,1,2,1,2,5.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,28,3,29,16610,3,C5,11,2,1,48,1,1,1,blouses,3,5,0,0,3,1.0,1,3,2,3,-19.0,1,0.2042429737080689,0.030740404956180113,0.01272892112420671
2008,6,28,4,29,16610,2,B21,12,1,1,67,1,2,1,skirts,4,5,0,0,4,1.0,2,4,2,3,19.0,1,0.2640072529465095,0.06035660320338471,0.005838621940163192
2008,6,28,5,29,16610,2,B24,11,2,1,57,1,2,1,skirts,5,5,0,1,5,1.0,2,5,2,3,-10.0,0,0.2640072529465095,0.030740404956180113,0.011834391054699306
2008,6,28,1,29,16611,2,B23,7,2,1,38,2,2,0,skirts,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.03696585071018434,0.008655182834693262
2008,6,28,2,29,16611,1,A2,3,1,1,43,2,1,0,trousers,2,5,0,0,0,0.0,2,2,2,2,5.0,1,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,6,28,3,29,16611,1,A17,2,6,1,62,1,1,1,trousers,3,5,0,0,1,0.3333333333333333,2,3,2,3,19.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,6,28,4,29,16611,4,P16,7,6,1,33,2,1,0,sale,4,5,0,0,1,0.25,2,4,3,3,-29.0,1,0.175255364158356,0.03696585071018434,0.010299184043517678
2008,6,28,5,29,16611,4,P15,4,5,2,38,1,1,1,sale,5,5,0,1,2,0.4,2,5,3,4,5.0,0,0.175255364158356,0.0923541855545482,0.008606829857963131
2008,6,28,1,29,16612,2,B2,3,1,2,57,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.21770927772741008,0.008570565125415533
2008,6,28,2,29,16612,2,B16,12,6,1,52,1,1,1,skirts,2,5,0,0,2,1.0,1,2,1,2,-5.0,0,0.2640072529465095,0.06035660320338471,0.010045330915684497
2008,6,28,3,29,16612,2,B10,2,4,1,67,1,1,1,skirts,3,5,0,0,3,1.0,1,3,1,3,15.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,28,4,29,16612,2,B15,9,5,1,38,2,1,0,skirts,4,5,0,0,3,0.75,1,4,1,4,-29.0,0,0.2640072529465095,0.07014808099123603,0.010903596252644303
2008,6,28,5,29,16612,1,A5,3,2,1,43,2,1,0,trousers,5,5,0,1,3,0.6,1,5,2,4,5.0,1,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,6,28,1,29,16613,1,A6,3,2,1,43,2,1,0,trousers,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.013720157147174374
2008,6,28,1,29,16614,2,B12,2,4,1,38,2,1,0,skirts,1,3,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.010323360531882745
2008,6,28,2,29,16614,2,B14,2,5,1,62,1,1,1,skirts,2,3,0,0,1,0.5,1,2,1,1,24.0,0,0.2640072529465095,0.17448171653067393,0.008473859171955273
2008,6,28,3,29,16614,2,B22,2,2,1,67,1,2,1,skirts,3,3,0,1,2,0.6666666666666666,2,3,1,1,5.0,0,0.2640072529465095,0.17448171653067393,0.0020791779993955877
2008,6,28,1,29,16615,2,B4,10,2,1,52,1,1,1,skirts,1,4,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,28,2,29,16615,3,C2,12,1,1,43,1,1,1,blouses,2,4,0,0,2,1.0,1,2,2,2,-9.0,1,0.2042429737080689,0.06035660320338471,0.008304623753399819
2008,6,28,3,29,16615,3,C4,4,2,1,48,1,1,1,blouses,3,4,0,0,3,1.0,1,3,2,3,5.0,0,0.2042429737080689,0.0923541855545482,0.005959504381988516
2008,6,28,4,29,16615,3,C15,6,5,1,33,2,1,0,blouses,4,4,0,1,3,0.75,1,4,2,4,-15.0,0,0.2042429737080689,0.09132668479903294,0.003155031731640979
2008,6,28,1,29,16616,2,B4,10,2,1,52,1,1,1,skirts,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,28,1,29,16617,2,B10,2,4,1,67,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,28,2,29,16617,2,B13,12,5,2,62,1,1,1,skirts,2,5,0,0,2,1.0,1,2,1,2,-5.0,0,0.2640072529465095,0.06035660320338471,0.01627077666968873
2008,6,28,3,29,16617,2,B9,1,3,1,48,2,1,0,skirts,3,5,0,0,2,0.6666666666666666,1,3,1,3,-14.0,0,0.2640072529465095,0.0504925959504382,0.005149592021758839
2008,6,28,4,29,16617,2,B32,6,5,1,38,2,2,0,skirts,4,5,0,0,2,0.5,2,4,1,4,-10.0,0,0.2640072529465095,0.09132668479903294,0.007651858567543065
2008,6,28,5,29,16617,2,B26,13,3,1,57,1,2,1,skirts,5,5,0,1,3,0.6,2,5,1,5,19.0,0,0.2640072529465095,0.033593230583257784,0.007506799637352675
2008,6,28,1,29,16618,4,P15,4,5,2,38,1,1,1,sale,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.0923541855545482,0.008606829857963131
2008,6,28,1,29,16619,2,B1,4,1,1,57,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.0923541855545482,0.012269567845270474
2008,6,28,2,29,16619,2,B4,10,2,1,52,1,1,1,skirts,2,5,0,0,2,1.0,1,2,1,2,-5.0,0,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,28,3,29,16619,2,B31,9,5,1,57,1,2,1,skirts,3,5,0,0,3,1.0,2,3,1,3,5.0,0,0.2640072529465095,0.07014808099123603,0.008485947416137805
2008,6,28,4,29,16619,2,B19,13,1,1,38,2,2,0,skirts,4,5,0,0,3,0.75,2,4,1,4,-19.0,0,0.2640072529465095,0.033593230583257784,0.0061891810214566335
2008,6,28,5,29,16619,2,B24,11,2,1,57,1,2,1,skirts,5,5,0,1,4,0.8,2,5,1,5,19.0,0,0.2640072529465095,0.030740404956180113,0.011834391054699306
2008,6,28,1,29,16620,1,A26,2,3,1,38,2,2,0,trousers,1,3,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.0029132668479903293
2008,6,28,2,29,16620,3,C33,14,5,1,48,1,2,1,blouses,2,3,0,0,1,0.5,1,2,2,2,10.0,1,0.2042429737080689,0.08348141432456936,0.003082502266545784
2008,6,28,3,29,16620,3,C36,14,6,1,43,1,2,1,blouses,3,3,0,1,2,0.6666666666666666,1,3,2,2,-5.0,0,0.2042429737080689,0.08348141432456936,0.002212148685403445
2008,6,28,1,29,16621,3,C7,13,3,1,48,1,1,1,blouses,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.033593230583257784,0.007796917497733454
2008,6,28,1,29,16622,2,B10,2,4,1,67,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,28,2,29,16622,2,B24,11,2,1,57,1,2,1,skirts,2,5,0,0,2,1.0,2,2,1,2,-10.0,0,0.2640072529465095,0.030740404956180113,0.011834391054699306
2008,6,28,3,29,16622,2,B32,6,5,1,38,2,2,0,skirts,3,5,0,0,2,0.6666666666666666,2,3,1,3,-19.0,0,0.2640072529465095,0.09132668479903294,0.007651858567543065
2008,6,28,4,29,16622,2,B32,6,5,1,38,2,2,0,skirts,4,5,0,0,2,0.5,2,3,1,3,0.0,0,0.2640072529465095,0.09132668479903294,0.007651858567543065
2008,6,28,5,29,16622,2,B24,11,2,1,57,1,2,1,skirts,5,5,0,1,3,0.6,2,3,1,3,19.0,0,0.2640072529465095,0.030740404956180113,0.011834391054699306
2008,6,28,1,29,16623,3,C1,4,1,2,28,2,1,0,blouses,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.2042429737080689,0.0923541855545482,0.00806285886974917
2008,6,28,1,29,16624,1,A7,3,3,1,43,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.011193714113025083
2008,6,28,2,29,16624,1,A3,3,1,1,72,1,1,1,trousers,2,5,0,0,1,0.5,1,2,1,1,29.0,0,0.3564944091870656,0.21770927772741008,0.01564218797219704
2008,6,28,3,29,16624,1,A10,3,4,1,38,2,1,0,trousers,3,5,0,0,1,0.3333333333333333,1,3,1,1,-34.0,0,0.3564944091870656,0.21770927772741008,0.015061952251435478
2008,6,28,4,29,16624,1,A11,3,4,1,62,1,1,1,trousers,4,5,0,0,2,0.5,1,4,1,1,24.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,6,28,5,29,16624,4,P1,3,1,1,38,1,1,1,sale,5,5,0,1,3,0.6,1,5,2,1,-24.0,1,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,6,28,1,29,16625,2,B10,2,4,1,67,1,1,1,skirts,1,4,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,28,2,29,16625,2,B11,2,4,1,43,2,1,0,skirts,2,4,0,0,1,0.5,1,2,1,1,-24.0,0,0.2640072529465095,0.17448171653067393,0.011822302810516773
2008,6,28,3,29,16625,2,B15,9,5,1,38,2,1,0,skirts,3,4,0,0,1,0.3333333333333333,1,3,1,2,-5.0,0,0.2640072529465095,0.07014808099123603,0.010903596252644303
2008,6,28,4,29,16625,2,B21,12,1,1,67,1,2,1,skirts,4,4,0,1,2,0.5,2,4,1,3,29.0,0,0.2640072529465095,0.06035660320338471,0.005838621940163192
2008,6,28,1,29,16626,2,B1,4,1,1,57,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.0923541855545482,0.012269567845270474
2008,6,28,2,29,16626,2,B2,3,1,2,57,1,1,1,skirts,2,5,0,0,2,1.0,1,2,1,2,0.0,0,0.2640072529465095,0.21770927772741008,0.008570565125415533
2008,6,28,3,29,16626,2,B4,10,2,1,52,1,1,1,skirts,3,5,0,0,3,1.0,1,3,1,3,-5.0,0,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,28,4,29,16626,3,C29,6,4,2,52,1,2,1,blouses,4,5,0,0,4,1.0,2,4,2,4,0.0,1,0.2042429737080689,0.09132668479903294,0.003819885161680266
2008,6,28,5,29,16626,4,P13,4,5,1,38,1,1,1,sale,5,5,0,1,5,1.0,2,5,3,4,-14.0,1,0.175255364158356,0.0923541855545482,0.00242973708068903
2008,6,28,1,29,16627,1,A2,3,1,1,43,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,6,28,2,29,16627,1,A5,3,2,1,43,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,6,28,3,29,16627,1,A6,3,2,1,43,2,1,0,trousers,3,5,0,0,0,0.0,1,3,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.013720157147174374
2008,6,28,4,29,16627,1,A7,3,3,1,43,2,1,0,trousers,4,5,0,0,0,0.0,1,4,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.011193714113025083
2008,6,28,5,29,16627,1,A11,3,4,1,62,1,1,1,trousers,5,5,0,1,1,0.2,1,5,1,1,19.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,6,28,1,29,16628,1,A31,6,5,2,62,1,2,1,trousers,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.09132668479903294,0.008872771229978845
2008,6,28,1,29,16629,3,C25,2,3,1,33,2,2,0,blouses,1,4,1,0,0,0.0,1,1,1,1,0.0,0,0.2042429737080689,0.17448171653067393,0.0020912662435781204
2008,6,28,2,29,16629,3,C30,2,4,2,28,2,2,0,blouses,2,4,0,0,0,0.0,1,2,1,1,-5.0,0,0.2042429737080689,0.17448171653067393,0.0035176790571169536
2008,6,28,3,29,16629,3,C56,6,1,2,57,1,4,1,blouses,3,4,0,0,1,0.3333333333333333,2,3,1,2,29.0,0,0.2042429737080689,0.09132668479903294,0.005016621335750982
2008,6,28,4,29,16629,3,C58,14,2,2,48,1,4,1,blouses,4,4,0,1,2,0.5,2,4,1,3,-9.0,0,0.2042429737080689,0.08348141432456936,0.001958295557570263
2008,6,28,1,29,16630,1,A1,8,1,1,28,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,6,28,2,29,16630,2,B27,2,3,1,57,1,2,1,skirts,2,5,0,0,1,0.5,2,2,2,2,29.0,1,0.2640072529465095,0.17448171653067393,0.005717739498337866
2008,6,28,3,29,16630,2,B33,6,5,2,33,2,2,0,skirts,3,5,0,0,1,0.3333333333333333,2,3,2,3,-24.0,0,0.2640072529465095,0.09132668479903294,0.0017527954064672107
