month,day,order,country,session ID,page 2 (clothing model),colour,location,model photography,price,page,main_category,higher_than_average
7,10,9,Poland,18510,C53,white,6,en face,38,3,blouses,0
7,10,10,Poland,18510,C54,white,6,en face,57,3,blouses,1
7,10,11,Poland,18510,C51,gray,5,en face,20,3,blouses,0
7,10,12,Poland,18510,C56,gray,1,profile,57,4,blouses,1
7,10,13,Poland,18510,C40,white,2,profile,28,3,blouses,0
7,10,14,Poland,18510,C42,green,2,en face,28,3,blouses,0
7,10,15,Poland,18510,C6,gray,2,en face,33,1,blouses,0
7,10,1,Poland,18511,A20,black,1,profile,38,2,trousers,0
7,10,2,Poland,18511,P1,blue,1,en face,38,1,sale,1
7,10,1,Poland,18512,B26,violet,3,en face,57,2,skirts,1
7,10,2,Poland,18512,B31,of many colors,5,en face,57,2,skirts,1
7,10,3,Poland,18512,P34,of many colors,6,profile,48,2,sale,1
7,10,1,Poland,18513,P1,blue,1,en face,38,1,sale,1
7,10,2,Poland,18513,P1,blue,1,en face,38,1,sale,1
7,10,3,Poland,18513,P1,blue,1,en face,38,1,sale,1
7,10,4,Poland,18513,P3,black,1,en face,48,1,sale,1
7,10,5,Poland,18513,A10,blue,4,en face,38,1,trousers,0
7,10,6,Poland,18513,A2,blue,1,en face,43,1,trousers,0
7,10,7,Poland,18513,A3,blue,1,en face,72,1,trousers,1
7,10,8,Poland,18513,A12,black,4,en face,38,1,trousers,0
7,10,9,Poland,18513,A10,blue,4,en face,38,1,trousers,0
7,10,10,Poland,18513,A11,blue,4,en face,62,1,trousers,1
7,10,11,Poland,18513,A8,blue,3,en face,62,1,trousers,1
7,10,12,Poland,18513,A9,blue,3,en face,82,1,trousers,1
7,10,13,Poland,18513,A10,blue,4,en face,38,1,trousers,0
7,10,14,Poland,18513,A12,black,4,en face,38,1,trousers,0
7,10,15,Poland,18513,A12,black,4,en face,38,1,trousers,0
7,10,16,Poland,18513,A10,blue,4,en face,38,1,trousers,0
7,10,17,Poland,18513,A12,black,4,en face,38,1,trousers,0
7,10,18,Poland,18513,A12,black,4,en face,38,1,trousers,0
7,10,19,Poland,18513,A10,blue,4,en face,38,1,trousers,0
7,10,20,Poland,18513,A12,black,4,en face,38,1,trousers,0
7,10,21,Poland,18513,A10,blue,4,en face,38,1,trousers,0
7,10,22,Poland,18513,A12,black,4,en face,38,1,trousers,0
7,10,23,Poland,18513,A10,blue,4,en face,38,1,trousers,0
7,10,24,Poland,18513,A12,black,4,en face,38,1,trousers,0
7,10,1,Poland,18514,A4,blue,2,profile,38,1,trousers,0
7,10,2,Poland,18514,A26,black,3,en face,38,2,trousers,0
7,10,3,Poland,18514,A29,black,4,en face,60,2,trousers,1
7,10,4,Poland,18514,A4,blue,2,profile,38,1,trousers,0
7,10,5,Poland,18514,B17,gray,6,profile,38,1,skirts,0
7,10,6,Poland,18514,B19,violet,1,en face,38,2,skirts,0
7,10,7,Poland,18514,B23,green,2,en face,38,2,skirts,0
7,10,8,Poland,18514,B27,black,3,en face,57,2,skirts,1
7,10,9,Poland,18514,B28,of many colors,4,en face,38,2,skirts,0
7,10,10,Poland,18514,B30,of many colors,4,en face,57,2,skirts,1
7,10,11,Poland,18514,B21,red,1,en face,67,2,skirts,1
7,10,12,Poland,18514,B20,navy blue,1,en face,43,2,skirts,0
7,10,13,Poland,18514,B20,navy blue,1,en face,43,2,skirts,0
7,10,14,Poland,18514,B22,black,2,en face,67,2,skirts,1
7,10,15,Poland,18514,B10,black,4,en face,67,1,skirts,1
7,10,16,Poland,18514,B2,blue,1,profile,57,1,skirts,1
7,10,17,Poland,18514,B4,olive,2,en face,52,1,skirts,1
7,10,1,Switzerland,18515,C2,red,1,en face,43,1,blouses,1
7,10,2,Switzerland,18515,C7,violet,3,en face,48,1,blouses,1
7,10,3,Switzerland,18515,C9,gray,3,en face,48,1,blouses,1
7,10,1,Czech Republic,18516,C30,black,4,profile,28,2,blouses,0
7,10,1,Poland,18517,A13,beige,5,en face,28,1,trousers,0
7,10,2,Poland,18517,A15,white,5,profile,33,1,trousers,0
7,10,3,Poland,18517,A14,blue,5,en face,60,1,trousers,1
7,10,4,Poland,18517,A1,navy blue,1,en face,28,1,trousers,0
7,10,5,Poland,18517,C4,brown,2,en face,48,1,blouses,1
7,10,6,Poland,18517,C6,gray,2,en face,33,1,blouses,0
7,10,7,Poland,18517,C2,red,1,en face,43,1,blouses,1
7,10,8,Poland,18517,C1,brown,1,profile,28,1,blouses,0
7,10,9,Poland,18517,C1,brown,1,profile,28,1,blouses,0
7,10,10,Poland,18517,P4,brown,2,en face,38,1,sale,1
7,10,11,Poland,18517,P10,brown,4,profile,65,1,sale,1
7,10,1,Poland,18518,B10,black,4,en face,67,1,skirts,1
7,10,1,Poland,18519,A32,black,5,en face,38,2,trousers,0
7,10,2,Poland,18519,A32,black,5,en face,38,2,trousers,0
7,10,3,Poland,18519,A37,black,1,en face,62,3,trousers,1
7,10,4,Poland,18519,A32,black,5,en face,38,2,trousers,0
7,10,5,Poland,18519,A32,black,5,en face,38,2,trousers,0
7,10,1,Poland,18520,A1,navy blue,1,en face,28,1,trousers,0
7,10,2,Poland,18520,A2,blue,1,en face,43,1,trousers,0
7,10,3,Poland,18520,A2,blue,1,en face,43,1,trousers,0
7,10,4,Poland,18520,C1,brown,1,profile,28,1,blouses,0
7,10,5,Poland,18520,C2,red,1,en face,43,1,blouses,1
7,10,6,Poland,18520,C8,black,3,profile,48,1,blouses,1
7,10,7,Poland,18520,C12,white,4,en face,43,1,blouses,1
7,10,8,Poland,18520,P1,blue,1,en face,38,1,sale,1
7,10,9,Poland,18520,P2,blue,1,en face,28,1,sale,0
7,10,10,Poland,18520,P3,black,1,en face,48,1,sale,1
7,10,11,Poland,18520,P6,black,2,en face,43,1,sale,1
7,10,12,Poland,18520,B10,black,4,en face,67,1,skirts,1
7,10,13,Poland,18520,B14,black,5,en face,62,1,skirts,1
7,10,14,Poland,18520,B13,red,5,profile,62,1,skirts,1
7,10,1,United Kingdom,18521,B11,black,4,en face,43,1,skirts,0
7,10,2,United Kingdom,18521,B9,beige,3,en face,48,1,skirts,0
7,10,3,United Kingdom,18521,B16,red,6,en face,52,1,skirts,1
7,10,4,United Kingdom,18521,P1,blue,1,en face,38,1,sale,1
7,10,5,United Kingdom,18521,P2,blue,1,en face,28,1,sale,0
7,10,6,United Kingdom,18521,P3,black,1,en face,48,1,sale,1
7,10,7,United Kingdom,18521,P14,black,5,profile,38,1,sale,1
7,10,8,United Kingdom,18521,C1,brown,1,profile,28,1,blouses,0
7,10,9,United Kingdom,18521,A11,blue,4,en face,62,1,trousers,1
7,10,1,Poland,18522,C32,black,5,en face,33,2,blouses,0
7,10,2,Poland,18522,P2,blue,1,en face,28,1,sale,0
7,10,3,Poland,18522,P15,brown,5,profile,38,1,sale,1
7,10,4,Poland,18522,C58,white,2,profile,48,4,blouses,1
7,10,1,Poland,18523,B13,red,5,profile,62,1,skirts,1
7,10,2,Poland,18523,B15,of many colors,5,en face,38,1,skirts,0
7,10,3,Poland,18523,A5,blue,2,en face,43,1,trousers,0
7,10,4,Poland,18523,A15,white,5,profile,33,1,trousers,0
7,10,5,Poland,18523,A8,blue,3,en face,62,1,trousers,1
7,10,6,Poland,18523,P6,black,2,en face,43,1,sale,1
7,10,7,Poland,18523,P16,green,6,en face,33,1,sale,0
7,10,1,Poland,18524,A42,gray,2,en face,28,3,trousers,0
7,10,1,Poland,18525,B1,brown,1,en face,57,1,skirts,1
7,10,1,United Kingdom,18526,C1,brown,1,profile,28,1,blouses,0
7,10,2,United Kingdom,18526,C2,red,1,en face,43,1,blouses,1
7,10,1,Poland,18527,B19,violet,1,en face,38,2,skirts,0
7,10,1,Poland,18528,P14,black,5,profile,38,1,sale,1
7,10,2,Poland,18528,P12,brown,4,en face,33,1,sale,0
7,10,3,Poland,18528,P17,black,6,profile,38,1,sale,1
7,10,4,Poland,18528,C2,red,1,en face,43,1,blouses,1
7,10,5,Poland,18528,C17,white,6,en face,48,1,blouses,1
7,10,6,Poland,18528,C13,of many colors,5,en face,48,1,blouses,1
7,10,7,Poland,18528,C17,white,6,en face,48,1,blouses,1
7,10,8,Poland,18528,C12,white,4,en face,43,1,blouses,1
7,10,9,Poland,18528,B1,brown,1,en face,57,1,skirts,1
7,10,10,Poland,18528,B2,blue,1,profile,57,1,skirts,1
7,10,11,Poland,18528,B3,red,1,en face,52,1,skirts,1
7,10,12,Poland,18528,B4,olive,2,en face,52,1,skirts,1
7,10,13,Poland,18528,B5,white,2,profile,52,1,skirts,1
7,10,14,Poland,18528,B7,gray,3,en face,38,1,skirts,0
7,10,15,Poland,18528,B9,beige,3,en face,48,1,skirts,0
7,10,16,Poland,18528,B19,violet,1,en face,38,2,skirts,0
7,10,17,Poland,18528,B20,navy blue,1,en face,43,2,skirts,0
7,10,18,Poland,18528,A1,navy blue,1,en face,28,1,trousers,0
7,10,1,Poland,18529,A2,blue,1,en face,43,1,trousers,0
7,10,2,Poland,18529,A13,beige,5,en face,28,1,trousers,0
7,10,3,Poland,18529,A5,blue,2,en face,43,1,trousers,0
7,10,4,Poland,18529,B4,olive,2,en face,52,1,skirts,1
7,10,5,Poland,18529,A8,blue,3,en face,62,1,trousers,1
7,10,1,Poland,18530,C1,brown,1,profile,28,1,blouses,0
7,10,1,Poland,18531,B1,brown,1,en face,57,1,skirts,1
7,10,2,Poland,18531,C58,white,2,profile,48,4,blouses,1
7,10,1,Poland,18532,A7,blue,3,en face,43,1,trousers,0
7,10,2,Poland,18532,P1,blue,1,en face,38,1,sale,1
7,10,1,Poland,18533,A29,black,4,en face,60,2,trousers,1
7,10,1,Poland,18534,P1,blue,1,en face,38,1,sale,1
7,10,2,Poland,18534,A4,blue,2,profile,38,1,trousers,0
7,10,3,Poland,18534,B10,black,4,en face,67,1,skirts,1
7,10,4,Poland,18534,B4,olive,2,en face,52,1,skirts,1
7,10,5,Poland,18534,B3,red,1,en face,52,1,skirts,1
7,10,1,Poland,18535,A5,blue,2,en face,43,1,trousers,0
7,10,2,Poland,18535,A2,blue,1,en face,43,1,trousers,0
7,10,3,Poland,18535,A14,blue,5,en face,60,1,trousers,1
7,10,4,Poland,18535,A34,black,6,en face,38,2,trousers,0
7,10,5,Poland,18535,A26,black,3,en face,38,2,trousers,0
7,10,6,Poland,18535,B31,of many colors,5,en face,57,2,skirts,1
7,10,7,Poland,18535,B31,of many colors,5,en face,57,2,skirts,1
7,10,8,Poland,18535,A26,black,3,en face,38,2,trousers,0
7,10,1,Poland,18536,A17,black,6,en face,62,1,trousers,1
7,10,2,Poland,18536,A26,black,3,en face,38,2,trousers,0
7,10,3,Poland,18536,B17,gray,6,profile,38,1,skirts,0
7,10,1,Poland,18537,A11,blue,4,en face,62,1,trousers,1
7,10,2,Poland,18537,A1,navy blue,1,en face,28,1,trousers,0
7,10,3,Poland,18537,A6,blue,2,en face,43,1,trousers,0
7,10,4,Poland,18537,B4,olive,2,en face,52,1,skirts,1
7,10,5,Poland,18537,B3,red,1,en face,52,1,skirts,1
7,10,6,Poland,18537,B9,beige,3,en face,48,1,skirts,0
7,10,1,Poland,18538,A5,blue,2,en face,43,1,trousers,0
7,10,2,Poland,18538,C25,black,3,en face,33,2,blouses,0
7,10,3,Poland,18538,C25,black,3,en face,33,2,blouses,0
7,10,4,Poland,18538,P4,brown,2,en face,38,1,sale,1
7,10,5,Poland,18538,P4,brown,2,en face,38,1,sale,1
7,10,1,Poland,18539,A1,navy blue,1,en face,28,1,trousers,0
7,10,2,Poland,18539,A2,blue,1,en face,43,1,trousers,0
7,10,3,Poland,18539,A3,blue,1,en face,72,1,trousers,1
7,10,4,Poland,18539,A4,blue,2,profile,38,1,trousers,0
7,10,5,Poland,18539,A5,blue,2,en face,43,1,trousers,0
7,10,6,Poland,18539,A12,black,4,en face,38,1,trousers,0
7,10,7,Poland,18539,P1,blue,1,en face,38,1,sale,1
7,10,8,Poland,18539,P8,black,3,en face,28,1,sale,0
7,10,9,Poland,18539,P10,brown,4,profile,65,1,sale,1
7,10,10,Poland,18539,P37,black,1,en face,43,3,sale,1
7,10,11,Poland,18539,P82,gray,4,profile,48,5,sale,1
7,10,1,Poland,18540,C35,of many colors,6,en face,50,2,blouses,1
7,10,2,Poland,18540,C57,burgundy,1,profile,33,4,blouses,0
7,10,1,Poland,18541,B25,gray,3,en face,38,2,skirts,0
7,10,2,Poland,18541,B24,pink,2,en face,57,2,skirts,1
7,10,1,Poland,18542,A6,blue,2,en face,43,1,trousers,0
7,10,1,Poland,18543,B4,olive,2,en face,52,1,skirts,1
7,10,2,Poland,18543,A15,white,5,profile,33,1,trousers,0
7,10,3,Poland,18543,P61,beige,3,profile,28,4,sale,0
7,10,4,Poland,18543,P61,beige,3,profile,28,4,sale,0
7,10,5,Poland,18543,P82,gray,4,profile,48,5,sale,1
7,10,6,Poland,18543,P82,gray,4,profile,48,5,sale,1
7,10,7,Poland,18543,P59,black,2,profile,38,4,sale,1
7,10,8,Poland,18543,P2,blue,1,en face,28,1,sale,0
7,10,1,Poland,18544,B15,of many colors,5,en face,38,1,skirts,0
7,10,2,Poland,18544,B1,brown,1,en face,57,1,skirts,1
7,10,3,Poland,18544,B24,pink,2,en face,57,2,skirts,1
7,10,4,Poland,18544,B29,black,4,en face,62,2,skirts,1
7,10,5,Poland,18544,B31,of many colors,5,en face,57,2,skirts,1
7,10,6,Poland,18544,B28,of many colors,4,en face,38,2,skirts,0
7,10,7,Poland,18544,B32,gray,5,en face,38,2,skirts,0
7,10,8,Poland,18544,C32,black,5,en face,33,2,blouses,0
7,10,9,Poland,18544,C30,black,4,profile,28,2,blouses,0
7,10,10,Poland,18544,C35,of many colors,6,en face,50,2,blouses,1
7,10,11,Poland,18544,C58,white,2,profile,48,4,blouses,1
7,10,12,Poland,18544,C55,violet,1,en face,48,4,blouses,1
7,10,13,Poland,18544,C57,burgundy,1,profile,33,4,blouses,0
7,10,14,Poland,18544,A1,navy blue,1,en face,28,1,trousers,0
7,10,15,Poland,18544,A18,brown,6,en face,38,1,trousers,0
7,10,1,Poland,18545,C7,violet,3,en face,48,1,blouses,1
7,10,2,Poland,18545,C8,black,3,profile,48,1,blouses,1
7,10,3,Poland,18545,C30,black,4,profile,28,2,blouses,0
7,10,4,Poland,18545,C25,black,3,en face,33,2,blouses,0
7,10,5,Poland,18545,C43,gray,3,profile,28,3,blouses,0
7,10,6,Poland,18545,P15,brown,5,profile,38,1,sale,1
7,10,1,Poland,18546,P33,of many colors,5,en face,43,2,sale,1
7,10,2,Poland,18546,P27,gray,3,profile,33,2,sale,0
7,10,3,Poland,18546,P29,burgundy,4,profile,33,2,sale,0
7,10,4,Poland,18546,P43,green,3,profile,38,3,sale,1
7,10,5,Poland,18546,P63,white,3,profile,28,4,sale,0
7,10,6,Poland,18546,P74,red,1,profile,33,5,sale,0
7,10,7,Poland,18546,B11,black,4,en face,43,1,skirts,0
7,10,8,Poland,18546,B13,red,5,profile,62,1,skirts,1
7,10,9,Poland,18546,B2,blue,1,profile,57,1,skirts,1
7,10,1,Poland,18547,B4,olive,2,en face,52,1,skirts,1
7,10,2,Poland,18547,B10,black,4,en face,67,1,skirts,1
7,10,3,Poland,18547,B11,black,4,en face,43,1,skirts,0
7,10,4,Poland,18547,B16,red,6,en face,52,1,skirts,1
7,10,5,Poland,18547,B17,gray,6,profile,38,1,skirts,0
7,10,1,Poland,18548,A18,brown,6,en face,38,1,trousers,0
7,10,2,Poland,18548,A11,blue,4,en face,62,1,trousers,1
7,10,3,Poland,18548,A15,white,5,profile,33,1,trousers,0
7,10,4,Poland,18548,A19,red,1,profile,33,2,trousers,0
7,10,5,Poland,18548,A26,black,3,en face,38,2,trousers,0
7,10,6,Poland,18548,P15,brown,5,profile,38,1,sale,1
7,10,7,Poland,18548,P16,green,6,en face,33,1,sale,0
7,10,8,Poland,18548,P17,black,6,profile,38,1,sale,1
7,10,9,Poland,18548,P12,brown,4,en face,33,1,sale,0
7,10,10,Poland,18548,C35,of many colors,6,en face,50,2,blouses,1
7,10,1,Poland,18549,P2,blue,1,en face,28,1,sale,0
7,10,2,Poland,18549,C6,gray,2,en face,33,1,blouses,0
7,10,3,Poland,18549,C10,of many colors,4,profile,28,1,blouses,0
7,10,1,Poland,18550,C15,gray,5,en face,33,1,blouses,0
7,10,1,Poland,18551,A2,blue,1,en face,43,1,trousers,0
7,10,1,Poland,18552,P6,black,2,en face,43,1,sale,1
7,10,2,Poland,18552,P36,black,6,en face,43,2,sale,1
7,10,3,Poland,18552,B2,blue,1,profile,57,1,skirts,1
7,10,4,Poland,18552,B4,olive,2,en face,52,1,skirts,1
7,10,5,Poland,18552,P1,blue,1,en face,38,1,sale,1
7,10,6,Poland,18552,A37,black,1,en face,62,3,trousers,1
7,10,1,Poland,18553,B13,red,5,profile,62,1,skirts,1
7,10,1,Poland,18554,A11,blue,4,en face,62,1,trousers,1
7,10,2,Poland,18554,B4,olive,2,en face,52,1,skirts,1
7,10,3,Poland,18554,B32,gray,5,en face,38,2,skirts,0
7,10,1,Poland,18555,P76,black,2,profile,43,5,sale,1
7,10,2,Poland,18555,P61,beige,3,profile,28,4,sale,0
7,10,3,Poland,18555,P59,black,2,profile,38,4,sale,1
7,10,4,Poland,18555,P26,brown,3,en face,43,2,sale,1
7,10,5,Poland,18555,P82,gray,4,profile,48,5,sale,1
7,10,6,Poland,18555,P82,gray,4,profile,48,5,sale,1
7,10,1,Poland,18556,B11,black,4,en face,43,1,skirts,0
7,10,1,Poland,18557,P16,green,6,en face,33,1,sale,0
7,10,2,Poland,18557,A10,blue,4,en face,38,1,trousers,0
7,10,3,Poland,18557,A5,blue,2,en face,43,1,trousers,0
7,10,4,Poland,18557,C48,gray,4,en face,28,3,blouses,0
7,10,5,Poland,18557,P6,black,2,en face,43,1,sale,1
7,10,6,Poland,18557,P20,green,1,en face,23,2,sale,0
7,10,7,Poland,18557,P33,of many colors,5,en face,43,2,sale,1
7,10,1,Poland,18558,A2,blue,1,en face,43,1,trousers,0
7,10,2,Poland,18558,A9,blue,3,en face,82,1,trousers,1
7,10,3,Poland,18558,A15,white,5,profile,33,1,trousers,0
7,10,4,Poland,18558,C33,white,5,en face,48,2,blouses,1
7,10,5,Poland,18558,C29,gray,4,profile,52,2,blouses,1
7,10,1,Poland,18559,A15,white,5,profile,33,1,trousers,0
7,10,1,Poland,18560,C7,violet,3,en face,48,1,blouses,1
7,10,1,Poland,18561,B4,olive,2,en face,52,1,skirts,1
7,10,2,Poland,18561,A27,blue,3,en face,55,2,trousers,1
7,10,3,Poland,18561,A29,black,4,en face,60,2,trousers,1
7,10,4,Poland,18561,A4,blue,2,profile,38,1,trousers,0
7,10,1,Poland,18562,B13,red,5,profile,62,1,skirts,1
7,10,2,Poland,18562,B10,black,4,en face,67,1,skirts,1
7,10,3,Poland,18562,B21,red,1,en face,67,2,skirts,1
7,10,4,Poland,18562,B24,pink,2,en face,57,2,skirts,1
7,10,5,Poland,18562,B19,violet,1,en face,38,2,skirts,0
7,10,6,Poland,18562,B23,green,2,en face,38,2,skirts,0
7,10,7,Poland,18562,B24,pink,2,en face,57,2,skirts,1
7,10,8,Poland,18562,B11,black,4,en face,43,1,skirts,0
7,10,1,Poland,18563,P1,blue,1,en face,38,1,sale,1
7,10,2,Poland,18563,P3,black,1,en face,48,1,sale,1
7,10,3,Poland,18563,P26,brown,3,en face,43,2,sale,1
7,10,4,Poland,18563,P25,black,3,profile,43,2,sale,1
7,10,5,Poland,18563,P36,black,6,en face,43,2,sale,1
7,10,6,Poland,18563,P34,of many colors,6,profile,48,2,sale,1
7,10,7,Poland,18563,P33,of many colors,5,en face,43,2,sale,1
7,10,8,Poland,18563,P39,white,1,en face,43,3,sale,1
7,10,9,Poland,18563,P41,of many colors,2,profile,43,3,sale,1
7,10,10,Poland,18563,P53,black,6,profile,38,3,sale,1
7,10,11,Poland,18563,P58,of many colors,2,profile,38,4,sale,1
7,10,12,Poland,18563,P61,beige,3,profile,28,4,sale,0
7,10,13,Poland,18563,P65,of many colors,4,profile,43,4,sale,1
7,10,14,Poland,18563,P69,of many colors,5,en face,43,4,sale,1
7,10,15,Poland,18563,P70,gray,6,profile,38,4,sale,1
7,10,16,Poland,18563,P74,red,1,profile,33,5,sale,0
7,10,17,Poland,18563,P82,gray,4,profile,48,5,sale,1
7,10,18,Poland,18563,P78,white,2,profile,48,5,sale,1
7,10,19,Poland,18563,A37,black,1,en face,62,3,trousers,1
7,10,20,Poland,18563,B22,black,2,en face,67,2,skirts,1
7,10,21,Poland,18563,B21,red,1,en face,67,2,skirts,1
7,10,22,Poland,18563,C13,of many colors,5,en face,48,1,blouses,1
7,10,23,Poland,18563,C54,white,6,en face,57,3,blouses,1
7,10,24,Poland,18563,C56,gray,1,profile,57,4,blouses,1
7,10,25,Poland,18563,C35,of many colors,6,en face,50,2,blouses,1
7,10,26,Poland,18563,C30,black,4,profile,28,2,blouses,0
7,10,1,Poland,18564,A13,beige,5,en face,28,1,trousers,0
7,10,2,Poland,18564,A15,white,5,profile,33,1,trousers,0
7,10,3,Poland,18564,A11,blue,4,en face,62,1,trousers,1
7,10,4,Poland,18564,B4,olive,2,en face,52,1,skirts,1
7,10,5,Poland,18564,B23,green,2,en face,38,2,skirts,0
7,10,6,Poland,18564,C30,black,4,profile,28,2,blouses,0
7,10,7,Poland,18564,C21,white,1,en face,57,2,blouses,1
7,10,8,Poland,18564,C49,brown,5,profile,26,3,blouses,0
7,10,9,Poland,18564,C58,white,2,profile,48,4,blouses,1
7,10,10,Poland,18564,P16,green,6,en face,33,1,sale,0
7,10,11,Poland,18564,P11,brown,4,profile,38,1,sale,1
7,10,12,Poland,18564,P7,brown,3,profile,28,1,sale,0
7,10,13,Poland,18564,A5,blue,2,en face,43,1,trousers,0
7,10,14,Poland,18564,A15,white,5,profile,33,1,trousers,0
7,10,15,Poland,18564,B3,red,1,en face,52,1,skirts,1
7,10,16,Poland,18564,B2,blue,1,profile,57,1,skirts,1
7,10,17,Poland,18564,B34,black,6,en face,48,2,skirts,0
7,10,18,Poland,18564,B7,gray,3,en face,38,1,skirts,0
7,10,1,Poland,18565,A2,blue,1,en face,43,1,trousers,0
7,10,2,Poland,18565,A4,blue,2,profile,38,1,trousers,0
7,10,3,Poland,18565,C14,of many colors,5,en face,23,1,blouses,0
7,10,4,Poland,18565,C5,pink,2,en face,48,1,blouses,1
7,10,1,Poland,18566,C9,gray,3,en face,48,1,blouses,1
7,10,2,Poland,18566,C32,black,5,en face,33,2,blouses,0
7,10,3,Poland,18566,C51,gray,5,en face,20,3,blouses,0
7,10,4,Poland,18566,C56,gray,1,profile,57,4,blouses,1
7,10,5,Poland,18566,P7,brown,3,profile,28,1,sale,0
7,10,6,Poland,18566,P13,brown,5,en face,38,1,sale,1
7,10,7,Poland,18566,P26,brown,3,en face,43,2,sale,1
7,10,8,Poland,18566,P53,black,6,profile,38,3,sale,1
7,10,9,Poland,18566,P76,black,2,profile,43,5,sale,1
7,10,10,Poland,18566,P77,green,2,en face,43,5,sale,1
7,10,11,Poland,18566,P82,gray,4,profile,48,5,sale,1
7,10,1,Poland,18567,A6,blue,2,en face,43,1,trousers,0
7,10,2,Poland,18567,A9,blue,3,en face,82,1,trousers,1
7,10,1,Poland,18568,A18,brown,6,en face,38,1,trousers,0
7,10,2,Poland,18568,A19,red,1,profile,33,2,trousers,0
7,10,3,Poland,18568,A20,black,1,profile,38,2,trousers,0
7,10,4,Poland,18568,C56,gray,1,profile,57,4,blouses,1
7,10,5,Poland,18568,P53,black,6,profile,38,3,sale,1
7,10,6,Poland,18568,P71,black,6,profile,33,4,sale,0
7,10,7,Poland,18568,P76,black,2,profile,43,5,sale,1
7,10,8,Poland,18568,P82,gray,4,profile,48,5,sale,1
7,10,9,Poland,18568,P1,blue,1,en face,38,1,sale,1
7,10,10,Poland,18568,A6,blue,2,en face,43,1,trousers,0
7,10,1,Czech Republic,18569,A6,blue,2,en face,43,1,trousers,0
7,10,2,Czech Republic,18569,A18,brown,6,en face,38,1,trousers,0
7,10,3,Czech Republic,18569,A3,blue,1,en face,72,1,trousers,1
7,10,1,Poland,18570,B11,black,4,en face,43,1,skirts,0
7,10,2,Poland,18570,B12,black,4,en face,38,1,skirts,0
7,10,3,Poland,18570,A1,navy blue,1,en face,28,1,trousers,0
7,10,4,Poland,18570,A2,blue,1,en face,43,1,trousers,0
7,10,5,Poland,18570,A3,blue,1,en face,72,1,trousers,1
7,10,6,Poland,18570,A8,blue,3,en face,62,1,trousers,1
7,10,7,Poland,18570,A13,beige,5,en face,28,1,trousers,0
7,10,8,Poland,18570,A11,blue,4,en face,62,1,trousers,1
7,10,9,Poland,18570,A15,white,5,profile,33,1,trousers,0
7,10,10,Poland,18570,A17,black,6,en face,62,1,trousers,1
7,10,11,Poland,18570,A22,brown,2,en face,62,2,trousers,1
7,10,12,Poland,18570,C14,of many colors,5,en face,23,1,blouses,0
7,10,13,Poland,18570,C57,burgundy,1,profile,33,4,blouses,0
7,10,14,Poland,18570,C58,white,2,profile,48,4,blouses,1
7,10,15,Poland,18570,C57,burgundy,1,profile,33,4,blouses,0
7,10,16,Poland,18570,C55,violet,1,en face,48,4,blouses,1
7,10,17,Poland,18570,P12,brown,4,en face,33,1,sale,0
7,10,18,Poland,18570,P3,black,1,en face,48,1,sale,1
7,10,19,Poland,18570,P9,brown,3,profile,23,1,sale,0
7,10,20,Poland,18570,P26,brown,3,en face,43,2,sale,1
7,10,21,Poland,18570,P33,of many colors,5,en face,43,2,sale,1
7,10,22,Poland,18570,P70,gray,6,profile,38,4,sale,1
7,10,23,Poland,18570,P72,white,6,en face,33,4,sale,0
7,10,24,Poland,18570,P56,black,1,en face,33,4,sale,0
7,10,25,Poland,18570,B27,black,3,en face,57,2,skirts,1
7,10,26,Poland,18570,B26,violet,3,en face,57,2,skirts,1
7,10,27,Poland,18570,B23,green,2,en face,38,2,skirts,0
7,10,28,Poland,18570,B19,violet,1,en face,38,2,skirts,0
7,10,29,Poland,18570,B28,of many colors,4,en face,38,2,skirts,0
7,10,1,Poland,18571,B3,red,1,en face,52,1,skirts,1
7,10,1,Poland,18572,A15,white,5,profile,33,1,trousers,0
7,10,2,Poland,18572,A18,brown,6,en face,38,1,trousers,0
7,10,3,Poland,18572,A13,beige,5,en face,28,1,trousers,0
7,10,4,Poland,18572,C1,brown,1,profile,28,1,blouses,0
7,10,1,Poland,18573,B17,gray,6,profile,38,1,skirts,0
7,10,2,Poland,18573,B21,red,1,en face,67,2,skirts,1
7,10,1,Poland,18574,B26,violet,3,en face,57,2,skirts,1
7,10,2,Poland,18574,B24,pink,2,en face,57,2,skirts,1
7,10,3,Poland,18574,B24,pink,2,en face,57,2,skirts,1
7,10,1,Poland,18575,P1,blue,1,en face,38,1,sale,1
7,10,2,Poland,18575,P7,brown,3,profile,28,1,sale,0
7,10,3,Poland,18575,P2,blue,1,en face,28,1,sale,0
7,10,4,Poland,18575,P7,brown,3,profile,28,1,sale,0
7,10,5,Poland,18575,A13,beige,5,en face,28,1,trousers,0
7,10,6,Poland,18575,A1,navy blue,1,en face,28,1,trousers,0
7,10,7,Poland,18575,A9,blue,3,en face,82,1,trousers,1
7,10,8,Poland,18575,A11,blue,4,en face,62,1,trousers,1
7,10,9,Poland,18575,A18,brown,6,en face,38,1,trousers,0
7,10,10,Poland,18575,A4,blue,2,profile,38,1,trousers,0
7,10,11,Poland,18575,P11,brown,4,profile,38,1,sale,1
7,10,12,Poland,18575,P26,brown,3,en face,43,2,sale,1
7,10,13,Poland,18575,P23,gray,2,profile,28,2,sale,0
7,10,14,Poland,18575,P33,of many colors,5,en face,43,2,sale,1
7,10,15,Poland,18575,P59,black,2,profile,38,4,sale,1
